序号,机构名称,地址,邮政编码,区县代码,区县名称,医院等级,医院等次,大类,中类,小类,经济类型名称,机构管理名称
640,北京育龙和谐医院,北京市大兴区旧宫镇旧忠路西五条一号,100076,110115,大兴区,一级,未评,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
641,北京振国中西医结合肿瘤医院,北京亦庄经济技术开发区西环南路6号,100176,110115,大兴区,一级,未评,A.医院,A3.中西医结合医院,A300.中西医结合医院,私有,营利性医疗机构
642,北京中环肛肠医院,北京市大兴区黄村镇双河南里甲15号楼1-3,102600,110115,大兴区,一级,未评,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
643,北京中科华北中医医院,北京市大兴区旧宫镇三台山路南临十八号院,100076,110115,大兴区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,股份合作,营利性医疗机构
644,大兴区长子营镇留民营医院,大兴区长子营镇留民营生态农场,102605,110115,大兴区,未评,未评,A.医院,A1.综合医院,A100.综合医院,集体全资,非营利性医疗机构
645,国家康复辅具研究中心附属康复医院,北京经济技术开发区荣华中路一号,100076,110115,大兴区,二级,未评,A.医院,A5.专科医院,A527.康复医院,国有全资,非营利性医疗机构
646,中国中医科学院广安门医院南区,大兴区黄村镇兴丰北大街（二段）138号,102618,110115,大兴区,三级,甲等,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
647,北京奥瑞华康儿童医院,北京市怀柔区兴怀大街丙14号 ,101400,110116,怀柔区,未评,未评,A.医院,A5.专科医院,A519.儿童医院,私有,营利性医疗机构
648,北京东方古本中医医院,北京市怀柔区桥梓镇东茶坞村217号,101402,110116,怀柔区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,股份合作,营利性医疗机构
649,北京福华医院,怀柔区兴怀大街4号,101400,110116,怀柔区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
650,北京怀柔医院,北京市怀柔区永泰北街9号,101400,110116,怀柔区,二级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
651,北京京北健永口腔医院,北京市怀柔区迎宾北路18号,101400,110116,怀柔区,二级,合格,A.医院,A5.专科医院,A511.口腔医院,其他,营利性医疗机构
652,北京康益德中西医结合肺科医院,北京市怀柔区开放路50号,101400,110116,怀柔区,二级,甲等,A.医院,A3.中西医结合医院,A300.中西医结合医院,股份合作,非营利性医疗机构
653,北京仁和通医院,北京市怀柔区开放路金台园1号,104400,110116,怀柔区,未评,未评,A.医院,A1.综合医院,A100.综合医院,股份合作,非营利性医疗机构
654,北京世纪兴华医院,北京市怀柔区南华大街4号,101400,110116,怀柔区,未评,未评,A.医院,A1.综合医院,A100.综合医院,私有,营利性医疗机构
655,北京市怀柔安佳医院,北京市怀柔区怀柔北火车站一区23号,101408,110116,怀柔区,一级,甲等,A.医院,A5.专科医院,A520.精神病医院,国有全资,非营利性医疗机构
656,北京市怀柔区第二医院,北京市怀柔区汤河口镇汤河口村5号,101411,110116,怀柔区,二级,乙等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
657,北京市怀柔区雁栖医院（北京市怀柔区雁栖镇社区卫生服务中心）,北京市怀柔区雁栖镇下庄村434号,101400,110116,怀柔区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
658,北京市怀柔区中医医院,怀柔区后横街1号,101400,110116,怀柔区,二级,甲等,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
659,北京京谷友好医院,北京市平谷区新平北路27号,101200,110117,平谷区,一级,合格,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
660,北京市慧慈医院,平谷区新开街7号,101200,110117,平谷区,一级,合格,A.医院,A1.综合医院,A100.综合医院,股份合作,营利性医疗机构
661,北京市平谷区京东口腔医院,北京市平谷区林荫南街9-45——9-51,101200,110117,平谷区,二级,合格,A.医院,A5.专科医院,A511.口腔医院,私有,非营利性医疗机构
662,北京市平谷区精神病医院,北京市平谷区韩庄镇滑子村南,101201,110117,平谷区,二级,合格,A.医院,A5.专科医院,A520.精神病医院,国有全资,非营利性医疗机构
663,北京市平谷区医院,北京市平谷区新平北路59号,101200,110117,平谷区,三级,未评,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
664,北京市平谷区中医医院,北京市平谷区平翔东路6号,101200,110117,平谷区,三级,甲等,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
665,北京市平谷岳协医院,北京市平谷区府前西街13号,101200,110117,平谷区,二级,未评,A.医院,A1.综合医院,A100.综合医院,集体全资,非营利性医疗机构
666,北京密云京儿中医医院,北京市密云县果园西路38号院9号楼,101500,110228,密云区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,私有,非营利性医疗机构
667,北京密云世济医院,北京密云区檀西路西侧,,110228,密云区,一级,未评,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
668,北京脑血管病医院,北京市密云县经济开发区水源路2号,101500,110228,密云区,一级,未评,A.医院,A5.专科医院,A515.心血管病医院,私有,非营利性医疗机构
669,北京清水潭中医医院,北京市密云县巨各庄镇东白岩村南500米,101500,110228,密云区,一级,未评,A.医院,A2.中医医院,A210.中医（综合）医院,股份有限（公司）,营利性医疗机构
670,北京市密云京华肿瘤医院,密云县西田各庄镇龚庄子村北,101500,110228,密云区,一级,未评,A.医院,A5.专科医院,A514.肿瘤医院,私有,非营利性医疗机构
671,北京市密云水库医院,北京市密云县溪翁庄镇还库南路25号,101512,110228,密云区,一级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
672,北京市密云县博爱康医院,北京市密云县东门外环新路2号,101500,110228,密云区,一级,未评,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
673,北京市密云县博众医院,北京市密云县鼓楼东大街29号,101500,110228,密云区,一级,未评,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
674,北京市密云县健福医院,北京市密云县南大街檀州家园A1-8-13,101500,110228,密云区,一级,未评,A.医院,A1.综合医院,A100.综合医院,私有,非营利性医疗机构
675,北京市密云县兴云医院,北京市密云县兴云路36号,101500,110228,密云区,一级,未评,A.医院,A1.综合医院,A100.综合医院,股份合作,非营利性医疗机构
676,北京市密云县医院,北京市密云县阳光街383号院,101500,110228,密云区,二级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
677,北京市密云县渔阳口腔医院,北京市密云县鼓楼东大街23-8、23-9、23-20、23-11、23-12号楼,101500,110228,密云区,一级,未评,A.医院,A5.专科医院,A511.口腔医院,股份合作,非营利性医疗机构
678,北京市密云县中医医院,北京市密云县新中街39号,101500,110228,密云区,二级,甲等,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
679,密云县太师屯镇社区卫生服务中心,密云县太师屯镇永安街76号,101504,110228,密云区,一级,合格,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
680,延庆县精神卫生保健院,延庆县张山营镇精神卫生保健院,102115,110229,延庆区,一级,甲等,A.医院,A5.专科医院,A520.精神病医院,国有全资,非营利性医疗机构
681,延庆县医院,延庆县东顺城街28号,102100,110229,延庆区,二级,甲等,A.医院,A1.综合医院,A100.综合医院,国有全资,非营利性医疗机构
682,延庆县中医医院,北京市延庆县新城街11号,102100,110229,延庆区,二级,合格,A.医院,A2.中医医院,A210.中医（综合）医院,国有全资,非营利性医疗机构
